M,0.218791,0.760477,-0.000001,0.298566,0.703690,-0.019211,0.320115,0.578458,-0.035586,0.261488,0.497385,-0.052125,0.206084,0.435388,-0.068864,0.319775,0.506204,-0.027226,0.353995,0.411607,-0.063808,0.359687,0.474197,-0.087438,0.344341,0.546708,-0.098392,0.269714,0.489505,-0.036425,0.303051,0.373313,-0.070536,0.318865,0.446778,-0.086592,0.312061,0.531424,-0.090246,0.215764,0.496199,-0.049203,0.248610,0.363296,-0.080800,0.273335,0.433734,-0.089751,0.273561,0.510729,-0.091150,0.162975,0.521425,-0.062649,0.231816,0.489871,-0.091890,0.257621,0.564423,-0.096696,0.253790,0.626027,-0.095887
N,0.191213,0.804833,-0.000001,0.266915,0.747949,-0.028735,0.299987,0.602351,-0.045824,0.263189,0.498198,-0.062994,0.220222,0.415162,-0.076257,0.305814,0.515508,-0.023898,0.349449,0.449673,-0.078903,0.340420,0.535778,-0.112012,0.317711,0.613235,-0.124720,0.240366,0.493386,-0.031094,0.292699,0.387358,-0.088482,0.297702,0.483041,-0.106515,0.285673,0.576287,-0.101660,0.175979,0.501525,-0.044555,0.218264,0.475462,-0.093739,0.233682,0.602260,-0.086335,0.240631,0.685405,-0.065945,0.121182,0.527474,-0.061203,0.171090,0.549585,-0.084591,0.192925,0.640945,-0.072006,0.200388,0.691919,-0.055012
N,0.244169,0.753139,-0.000001,0.318378,0.703324,-0.024010,0.350752,0.573057,-0.038434,0.318105,0.465970,-0.054716,0.282043,0.380931,-0.067973,0.366511,0.495796,-0.010131,0.404958,0.406259,-0.059185,0.389641,0.470347,-0.090415,0.367301,0.544089,-0.101509,0.309372,0.477618,-0.019276,0.350647,0.355513,-0.069604,0.349768,0.431976,-0.089167,0.339911,0.518152,-0.086194,0.248568,0.482814,-0.034593,0.279871,0.430180,-0.083235,0.289158,0.545393,-0.080876,0.295519,0.626543,-0.063090,0.190792,0.504010,-0.051895,0.233085,0.488262,-0.077590,0.247089,0.578709,-0.064211,0.252491,0.638988,-0.045584
N,0.272544,0.779343,-0.000001,0.342497,0.737258,-0.017559,0.379758,0.607913,-0.027987,0.351588,0.507518,-0.040431,0.318382,0.428184,-0.050848,0.387745,0.536911,-0.011678,0.425394,0.448064,-0.055903,0.419158,0.500482,-0.082818,0.400395,0.571134,-0.091877,0.332223,0.516114,-0.021325,0.370322,0.400024,-0.069462,0.375621,0.473943,-0.085572,0.368367,0.562458,-0.080291,0.273921,0.517897,-0.035890,0.313207,0.476809,-0.081515,0.320890,0.589777,-0.077621,0.321707,0.669156,-0.059510,0.219847,0.535321,-0.051705,0.271931,0.531220,-0.077546,0.284694,0.621074,-0.065580,0.283876,0.677601,-0.048063
O,0.276843,0.708371,-0.000001,0.362714,0.659970,0.000852,0.433751,0.584388,-0.007313,0.487404,0.534797,-0.024140,0.504074,0.480401,-0.038076,0.364092,0.438669,0.034743,0.414930,0.378393,0.004809,0.464932,0.398831,-0.025071,0.497514,0.430934,-0.043327,0.334223,0.423152,0.015120,0.395406,0.337229,-0.014962,0.453714,0.365069,-0.039079,0.488381,0.407801,-0.051307,0.307943,0.427896,-0.010603,0.367083,0.332195,-0.037072,0.431529,0.353463,-0.048055,0.472391,0.390415,-0.050361,0.297068,0.456082,-0.037686,0.364866,0.394786,-0.055993,0.421252,0.386614,-0.062454,0.462496,0.387746,-0.063856
O,0.276407,0.787700,-0.000001,0.367333,0.730398,0.002600,0.441068,0.654319,-0.007481,0.496686,0.608410,-0.026215,0.523980,0.565362,-0.042741,0.363913,0.501765,0.024188,0.425767,0.440810,-0.010666,0.480438,0.462042,-0.043438,0.518920,0.499415,-0.063401,0.334412,0.490742,0.002809,0.417438,0.412999,-0.032686,0.479160,0.450399,-0.060385,0.514713,0.500450,-0.075382,0.310665,0.500311,-0.023642,0.389864,0.413624,-0.055096,0.459442,0.443493,-0.069816,0.503341,0.489430,-0.074602,0.304601,0.534167,-0.050776,0.382779,0.481952,-0.074180,0.443734,0.478822,-0.084219,0.488903,0.485923,-0.087808
P,0.058579,0.587982,-0.000000,0.141713,0.523128,0.014316,0.236924,0.524206,-0.003557,0.308751,0.582530,-0.022702,0.349101,0.637947,-0.045962,0.273616,0.438598,-0.073153,0.386515,0.492459,-0.110507,0.447758,0.540310,-0.135599,0.494905,0.584332,-0.152835,0.232265,0.484797,-0.096350,0.359389,0.568224,-0.129458,0.427764,0.636736,-0.142419,0.476283,0.690866,-0.156300,0.195666,0.553497,-0.112535,0.323952,0.651043,-0.131796,0.311757,0.674338,-0.111928,0.281038,0.670457,-0.099208,0.169206,0.630265,-0.127063,0.277761,0.712977,-0.139474,0.285723,0.726735,-0.121962,0.274336,0.710733,-0.108106
P,0.106156,0.545546,-0.000000,0.188819,0.482390,0.012811,0.276917,0.471192,-0.001328,0.347074,0.497708,-0.017879,0.393410,0.535098,-0.037569,0.324055,0.399834,-0.058167,0.433153,0.448046,-0.095819,0.493820,0.486479,-0.122326,0.543852,0.521179,-0.140080,0.289332,0.440667,-0.081097,0.409043,0.521049,-0.113752,0.473802,0.587351,-0.127061,0.523593,0.636258,-0.139806,0.254114,0.503403,-0.099406,0.372062,0.600596,-0.126623,0.358412,0.636663,-0.115868,0.328867,0.640442,-0.106643,0.225477,0.574685,-0.116089,0.320676,0.658783,-0.137413,0.337576,0.688939,-0.129991,0.339316,0.689283,-0.121802
Q,0.202059,0.534029,-0.000000,0.258162,0.533301,-0.059760,0.306694,0.529916,-0.108076,0.322461,0.597359,-0.147030,0.335004,0.660188,-0.179767,0.238403,0.337084,-0.104809,0.236579,0.477459,-0.163964,0.245560,0.583355,-0.198228,0.248581,0.655216,-0.215269,0.161304,0.352881,-0.099176,0.186027,0.544035,-0.154672,0.232807,0.606417,-0.166475,0.265523,0.628043,-0.168248,0.106532,0.403238,-0.098294,0.139419,0.592567,-0.136677,0.186528,0.612473,-0.125586,0.210707,0.587795,-0.113623,0.068991,0.462770,-0.104816,0.102895,0.609022,-0.133318,0.147448,0.634989,-0.128984,0.173148,0.617998,-0.119628
Q,0.223562,0.542515,-0.000001,0.280014,0.542830,-0.060965,0.329052,0.537380,-0.108011,0.353476,0.603782,-0.144656,0.375782,0.665771,-0.174983,0.264254,0.343895,-0.104988,0.258983,0.493088,-0.157718,0.265648,0.599436,-0.186486,0.269887,0.669559,-0.199810,0.186515,0.357727,-0.096524,0.211788,0.556471,-0.145612,0.254271,0.618076,-0.155586,0.285268,0.636528,-0.155977,0.130108,0.405652,-0.091925,0.164793,0.593827,-0.123205,0.205939,0.604148,-0.111303,0.225472,0.568839,-0.099346,0.092648,0.461493,-0.094761,0.127073,0.604993,-0.117042,0.170407,0.632990,-0.109041,0.194316,0.616881,-0.097180
Q,0.262219,0.433472,-0.000000,0.304748,0.429233,-0.050224,0.346841,0.418968,-0.092041,0.365933,0.462195,-0.126357,0.380145,0.508489,-0.155569,0.309017,0.229645,-0.084646,0.291912,0.331784,-0.135125,0.284099,0.418983,-0.164690,0.278313,0.476469,-0.179905,0.240615,0.230233,-0.081695,0.233935,0.382825,-0.125453,0.259769,0.448286,-0.137950,0.276574,0.471834,-0.142700,0.187378,0.266285,-0.082778,0.185976,0.425062,-0.114675,0.225364,0.464822,-0.108878,0.247793,0.457726,-0.102190,0.145887,0.316564,-0.090118,0.152258,0.443643,-0.112910,0.189896,0.484968,-0.109612,0.214925,0.482634,-0.102871
R,0.290626,0.877860,0.000000,0.368402,0.820226,-0.028043,0.426189,0.730891,-0.049243,0.449503,0.646643,-0.077427,0.416127,0.578039,-0.103953,0.393237,0.552632,-0.002276,0.409533,0.443052,-0.033999,0.418940,0.378119,-0.059325,0.425427,0.317994,-0.078311,0.350377,0.547949,-0.016697,0.370217,0.404329,-0.052529,0.401116,0.342225,-0.076444,0.425619,0.291680,-0.091354,0.303216,0.572843,-0.038137,0.324006,0.431617,-0.092799,0.365849,0.514588,-0.104581,0.387002,0.597934,-0.099657,0.258449,0.623413,-0.061996,0.292270,0.531207,-0.107509,0.332953,0.581200,-0.115035,0.355278,0.646873,-0.112102
R,0.280913,0.945040,0.000000,0.355939,0.878718,-0.016950,0.407792,0.769449,-0.031390,0.414918,0.677375,-0.055282,0.368651,0.620371,-0.077767,0.359025,0.589144,0.014134,0.368123,0.479243,-0.010253,0.373993,0.409881,-0.029538,0.380643,0.348126,-0.043680,0.309679,0.587017,-0.005876,0.318467,0.446021,-0.035883,0.344733,0.376077,-0.053347,0.372450,0.320164,-0.061085,0.259632,0.616346,-0.032374,0.297135,0.514877,-0.084527,0.336489,0.612500,-0.088753,0.356090,0.696110,-0.075721,0.218111,0.672839,-0.060677,0.265307,0.597665,-0.098853,0.311521,0.655848,-0.096172,0.338861,0.720809,-0.085400
R,0.302667,0.933640,0.000000,0.376101,0.863378,-0.014238,0.426817,0.746749,-0.025431,0.427289,0.651309,-0.046498,0.377157,0.593457,-0.066936,0.374086,0.587376,0.018322,0.384528,0.476171,-0.006139,0.388766,0.403721,-0.025291,0.394138,0.339731,-0.039462,0.327238,0.585121,-0.001920,0.335663,0.443897,-0.035456,0.364020,0.376245,-0.054968,0.392584,0.324746,-0.062972,0.279000,0.610339,-0.028214,0.312438,0.500950,-0.083335,0.350106,0.599563,-0.086488,0.367273,0.684073,-0.071297,0.237183,0.661176,-0.055890,0.280751,0.577873,-0.096081,0.319348,0.641730,-0.091697,0.337114,0.711695,-0.078646
S,0.339114,0.742226,-0.000001,0.399832,0.673460,-0.015120,0.431143,0.577403,-0.027758,0.413761,0.489100,-0.046239,0.361976,0.448641,-0.060718,0.405947,0.488197,0.009355,0.411320,0.394501,-0.028559,0.414515,0.451200,-0.052047,0.412211,0.509964,-0.059109,0.361776,0.488817,0.000708,0.361531,0.385467,-0.035905,0.375771,0.454099,-0.048761,0.380958,0.521556,-0.044227,0.317206,0.500895,-0.014151,0.326889,0.435469,-0.050723,0.348773,0.520009,-0.048938,0.354176,0.590263,-0.032574,0.273222,0.523877,-0.030664,0.286567,0.451164,-0.045916,0.310543,0.495283,-0.034774,0.322071,0.548542,-0.018761
S,0.350515,0.738940,-0.000001,0.410052,0.669353,-0.014584,0.438897,0.572617,-0.026647,0.417799,0.485219,-0.044590,0.364687,0.447936,-0.058375,0.414222,0.483741,0.008257,0.418970,0.384559,-0.027929,0.424095,0.444184,-0.049348,0.421814,0.503258,-0.055451,0.370850,0.485315,-0.000371,0.370282,0.381245,-0.034476,0.385696,0.453049,-0.045060,0.389556,0.519622,-0.039924,0.327700,0.498103,-0.015176,0.335196,0.428968,-0.048759,0.357037,0.509724,-0.046204,0.360741,0.576375,-0.030708,0.285108,0.520939,-0.031793,0.297009,0.444653,-0.045171,0.321112,0.486509,-0.034165,0.331798,0.539549,-0.019077
S,0.370875,0.726485,-0.000001,0.430697,0.656689,-0.013616,0.458649,0.561603,-0.025045,0.438516,0.476747,-0.042519,0.388202,0.438018,-0.056184,0.431862,0.473859,0.009940,0.436519,0.378022,-0.025522,0.444213,0.433520,-0.047144,0.443107,0.491313,-0.053438,0.390001,0.475602,0.001047,0.388768,0.372724,-0.032772,0.405891,0.439045,-0.044249,0.411037,0.504863,-0.039690,0.347742,0.488506,-0.013840,0.355591,0.421771,-0.047535,0.379099,0.501382,-0.045761,0.384014,0.568836,-0.030576,0.305793,0.511599,-0.030382,0.317487,0.436844,-0.044365,0.342536,0.477589,-0.033805,0.354592,0.530009,-0.018780
S,0.364951,0.733925,-0.000001,0.424695,0.664242,-0.014392,0.453358,0.570275,-0.026961,0.434299,0.484364,-0.045428,0.382995,0.444077,-0.059739,0.428059,0.481069,0.008350,0.432039,0.383693,-0.028033,0.438719,0.441271,-0.049724,0.438018,0.499577,-0.055786,0.385804,0.482943,-0.000377,0.384858,0.378187,-0.034555,0.401425,0.445925,-0.045611,0.406635,0.512033,-0.040674,0.343007,0.495811,-0.015171,0.351312,0.429292,-0.049030,0.374167,0.510023,-0.046623,0.378606,0.577486,-0.030899,0.300558,0.518767,-0.031691,0.312297,0.443752,-0.045178,0.336568,0.485374,-0.033978,0.347803,0.538294,-0.018531
T,0.352746,0.734058,-0.000001,0.424614,0.695191,-0.009319,0.468806,0.600833,-0.013819,0.468020,0.504835,-0.023484,0.461038,0.427790,-0.030079,0.466241,0.537869,0.008055,0.503602,0.455400,-0.029651,0.491321,0.490505,-0.050061,0.470175,0.541844,-0.055023,0.422251,0.520203,-0.000858,0.441805,0.470668,-0.043243,0.429613,0.555470,-0.052349,0.419588,0.617438,-0.046263,0.374639,0.513897,-0.015982,0.395569,0.467209,-0.056926,0.392063,0.558459,-0.047298,0.386610,0.619337,-0.027567,0.323634,0.514859,-0.032229,0.349362,0.461764,-0.056588,0.356706,0.522955,-0.045290,0.357088,0.571645,-0.028374
T,0.341136,0.738819,-0.000001,0.417298,0.699904,-0.007005,0.461403,0.608875,-0.009959,0.461718,0.512927,-0.018860,0.458226,0.436006,-0.024910,0.460394,0.548798,0.014863,0.498212,0.468708,-0.021021,0.485904,0.498160,-0.041152,0.463240,0.546068,-0.045947,0.417333,0.527570,0.005103,0.436174,0.475937,-0.036228,0.419802,0.558182,-0.046279,0.405443,0.620741,-0.040424,0.370592,0.517526,-0.010813,0.389673,0.469333,-0.050913,0.382498,0.558107,-0.042006,0.373120,0.619596,-0.022405,0.319314,0.514551,-0.027775,0.344314,0.458934,-0.051392,0.348998,0.518491,-0.040036,0.346788,0.568483,-0.022937
T,0.340214,0.727185,-0.000001,0.414712,0.691859,-0.008063,0.458268,0.599311,-0.010945,0.457394,0.505043,-0.019107,0.454454,0.431287,-0.023988,0.457897,0.540718,0.010597,0.493964,0.460298,-0.025297,0.481316,0.490280,-0.044280,0.458587,0.539624,-0.048053,0.415101,0.520751,0.001648,0.432240,0.470281,-0.039932,0.416396,0.550821,-0.048585,0.403021,0.611971,-0.041643,0.368744,0.511660,-0.013359,0.386412,0.466329,-0.052992,0.379393,0.552387,-0.043381,0.370913,0.610784,-0.023517,0.318356,0.508837,-0.029486,0.341433,0.453949,-0.052225,0.345825,0.511146,-0.040628,0.343499,0.557561,-0.023569
T,0.282623,0.734517,-0.000001,0.352413,0.693051,-0.012875,0.391287,0.601144,-0.017826,0.390051,0.508263,-0.027482,0.388010,0.434157,-0.033206,0.395749,0.545454,0.011477,0.428992,0.465830,-0.027210,0.411157,0.492952,-0.049505,0.384448,0.541674,-0.054854,0.351374,0.526259,0.004781,0.363263,0.472099,-0.039873,0.347343,0.552467,-0.051175,0.334658,0.613960,-0.044975,0.305264,0.519774,-0.008780,0.314766,0.472207,-0.051134,0.310463,0.557007,-0.043391,0.303973,0.615362,-0.023422,0.256217,0.520527,-0.023861,0.270329,0.462473,-0.047123,0.276920,0.515326,-0.036095,0.276913,0.559525,-0.018773
U,0.391771,0.887397,0.000000,0.448604,0.828731,-0.019304,0.476712,0.726769,-0.029964,0.452070,0.645841,-0.045588,0.412967,0.595039,-0.060076,0.446150,0.605671,-0.007025,0.450571,0.493839,-0.030672,0.450126,0.427988,-0.045594,0.446923,0.368259,-0.053253,0.402593,0.604520,-0.017307,0.404448,0.480658,-0.044495,0.410153,0.407640,-0.060637,0.411839,0.344085,-0.066170,0.359520,0.627184,-0.031303,0.375289,0.574783,-0.074946,0.401334,0.655711,-0.078140,0.412943,0.718733,-0.064568,0.321502,0.664958,-0.046658,0.333963,0.601583,-0.074842,0.363116,0.650365,-0.066224,0.381334,0.702161,-0.050929
U,0.396331,0.877986,0.000000,0.454074,0.816800,-0.018274,0.481210,0.714990,-0.028945,0.455554,0.633785,-0.044871,0.416417,0.583134,-0.059659,0.452605,0.598881,-0.006273,0.457162,0.487101,-0.029893,0.456796,0.421610,-0.044798,0.453293,0.362343,-0.052608,0.409515,0.597413,-0.017011,0.412769,0.474208,-0.044344,0.418596,0.402146,-0.060790,0.419677,0.338844,-0.066743,0.366362,0.619276,-0.031321,0.380255,0.565248,-0.074449,0.406889,0.644519,-0.077359,0.419603,0.706812,-0.063943,0.327638,0.656456,-0.046953,0.338486,0.591779,-0.074730,0.366767,0.639237,-0.066019,0.385380,0.690941,-0.050804
U,0.397051,0.872303,0.000000,0.453078,0.810869,-0.015913,0.479253,0.710531,-0.025723,0.453914,0.633013,-0.041347,0.414725,0.585527,-0.056269,0.450323,0.598352,-0.005852,0.455236,0.487741,-0.029065,0.455457,0.422647,-0.043860,0.452937,0.363700,-0.051716,0.408118,0.596195,-0.017844,0.411223,0.473059,-0.044724,0.417226,0.400109,-0.061203,0.418918,0.337274,-0.067312,0.365726,0.618037,-0.033018,0.382161,0.562292,-0.074909,0.408369,0.640815,-0.077481,0.420633,0.703674,-0.064241,0.327772,0.655230,-0.049370,0.341184,0.588511,-0.076053,0.370261,0.633586,-0.066874,0.389346,0.684728,-0.051680
U,0.430899,0.865230,0.000000,0.489958,0.796857,-0.015803,0.513244,0.694168,-0.024546,0.483857,0.613405,-0.039330,0.440185,0.569129,-0.053316,0.484986,0.590330,-0.001853,0.488015,0.476467,-0.023829,0.486923,0.411021,-0.037985,0.483043,0.351270,-0.045545,0.442057,0.586659,-0.013089,0.443242,0.462807,-0.038687,0.448521,0.389251,-0.054840,0.448929,0.325305,-0.060967,0.399518,0.606863,-0.027804,0.411964,0.549533,-0.068225,0.438991,0.626452,-0.071087,0.451808,0.688887,-0.058143,0.361303,0.642151,-0.043884,0.371340,0.573288,-0.069323,0.399336,0.617665,-0.060483,0.417840,0.669610,-0.045631
V,0.336507,0.906990,0.000001,0.396831,0.837984,-0.019356,0.428935,0.734335,-0.032160,0.403560,0.651559,-0.049861,0.365465,0.596141,-0.066111,0.401484,0.610245,-0.011244,0.423852,0.493093,-0.033874,0.435458,0.426306,-0.049423,0.443649,0.366250,-0.060196,0.351760,0.608879,-0.023087,0.345374,0.473019,-0.046327,0.344097,0.397440,-0.062941,0.339248,0.334490,-0.072830,0.308156,0.640901,-0.038756,0.322396,0.562342,-0.075332,0.350508,0.628420,-0.081878,0.360983,0.686556,-0.076548,0.272463,0.690789,-0.056165,0.290208,0.626707,-0.083712,0.332109,0.656766,-0.082526,0.361132,0.696258,-0.076415
V,0.336379,0.908569,0.000001,0.396624,0.841383,-0.020963,0.428447,0.738948,-0.034253,0.402694,0.655661,-0.051959,0.364834,0.597980,-0.067944,0.403153,0.612709,-0.013039,0.427229,0.495901,-0.035296,0.440052,0.428568,-0.050746,0.449157,0.367293,-0.061741,0.353211,0.610446,-0.023529,0.343154,0.474464,-0.045986,0.338219,0.400592,-0.061697,0.329984,0.340048,-0.071064,0.310250,0.641904,-0.037986,0.323838,0.565724,-0.073390,0.354443,0.632713,-0.079174,0.366590,0.692044,-0.073546,0.274143,0.690875,-0.054469,0.287424,0.625059,-0.081260,0.327785,0.654077,-0.080246,0.356307,0.693415,-0.074389
